uniqueID,drugName,condition,rating,date,usefulCount
15728,Ethinyl estradiol / norethindrone,Birth Control,1,42646,9
15731,Ethinyl estradiol / norethindrone,Birth Control,8,42644,7
15732,Ethinyl estradiol / norethindrone,Birth Control,1,42663,5
15733,Ethinyl estradiol / norethindrone,Birth Control,2,42663,3
15734,Ethinyl estradiol / norethindrone,Birth Control,5,42663,3
15735,Ethinyl estradiol / norethindrone,Birth Control,10,42662,1
15736,Ethinyl estradiol / norethindrone,Endometriosis,1,42662,0
15737,Ethinyl estradiol / norethindrone,Birth Control,10,42662,10
15738,Ethinyl estradiol / norethindrone,Birth Control,4,42662,0
15739,Ethinyl estradiol / norethindrone,Endometriosis,5,42661,1
15740,Ethinyl estradiol / norethindrone,Birth Control,7,42661,2
15741,Ethinyl estradiol / norethindrone,Birth Control,3,42661,1
15742,Ethinyl estradiol / norethindrone,Birth Control,10,42661,4
15744,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,42660,4
15745,Ethinyl estradiol / norethindrone,Birth Control,1,42658,6
15747,Ethinyl estradiol / norethindrone,Acne,1,42658,1
15748,Ethinyl estradiol / norethindrone,Acne,5,42658,3
15750,Ethinyl estradiol / norethindrone,Birth Control,1,42657,4
15751,Ethinyl estradiol / norethindrone,Menstrual Disorders,1,42656,0
15752,Ethinyl estradiol / norethindrone,Endometriosis,3,42656,1
15753,Ethinyl estradiol / norethindrone,Birth Control,8,42656,10
15754,Ethinyl estradiol / norethindrone,Birth Control,9,42656,6
15755,Ethinyl estradiol / norethindrone,Acne,1,42655,4
15757,Ethinyl estradiol / norethindrone,Birth Control,1,42643,5
15758,Ethinyl estradiol / norethindrone,Birth Control,1,42641,0
15759,Ethinyl estradiol / norethindrone,Birth Control,9,42641,3
15760,Ethinyl estradiol / norethindrone,Birth Control,2,42640,0
15761,Ethinyl estradiol / norethindrone,Acne,1,42640,2
15762,Ethinyl estradiol / norethindrone,Birth Control,10,42640,8
15763,Ethinyl estradiol / norethindrone,Birth Control,3,42639,0
15764,Ethinyl estradiol / norethindrone,Birth Control,5,42639,1
15767,Ethinyl estradiol / norethindrone,Birth Control,3,42638,3
15768,Ethinyl estradiol / norethindrone,Birth Control,9,42637,8
15769,Ethinyl estradiol / norethindrone,Postmenopausal Symptoms,2,42637,0
15770,Ethinyl estradiol / norethindrone,Birth Control,3,42635,3
15771,Ethinyl estradiol / norethindrone,Birth Control,10,42634,6
15774,Ethinyl estradiol / norethindrone,Menstrual Disorders,4,42633,6
15775,Ethinyl estradiol / norethindrone,Birth Control,1,42632,1
15776,Ethinyl estradiol / norethindrone,Birth Control,5,42630,4
15777,Ethinyl estradiol / norethindrone,Birth Control,8,42629,4
15778,Ethinyl estradiol / norethindrone,Birth Control,8,42628,2
15779,Ethinyl estradiol / norethindrone,Birth Control,3,42628,2
15780,Ethinyl estradiol / norethindrone,Birth Control,10,42628,6
15782,Ethinyl estradiol / norethindrone,Birth Control,10,42600,6
15783,Ethinyl estradiol / norethindrone,Birth Control,6,42600,6
15784,Ethinyl estradiol / norethindrone,Birth Control,9,42600,3
15785,Ethinyl estradiol / norethindrone,Birth Control,7,42599,7
15786,Ethinyl estradiol / norethindrone,Birth Control,6,42599,4
15789,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42598,0
15790,Ethinyl estradiol / norethindrone,Menstrual Disorders,10,42598,0
15792,Ethinyl estradiol / norethindrone,Birth Control,2,42597,4
15793,Ethinyl estradiol / norethindrone,Birth Control,9,42597,6
15794,Ethinyl estradiol / norethindrone,Menstrual Disorders,1,42596,0
15795,Ethinyl estradiol / norethindrone,Birth Control,2,42596,0
15797,Ethinyl estradiol / norethindrone,Birth Control,1,42594,3
15798,Ethinyl estradiol / norethindrone,Menstrual Disorders,1,42594,2
15799,Ethinyl estradiol / norethindrone,Birth Control,1,42594,0
15800,Ethinyl estradiol / norethindrone,Birth Control,3,42594,0
15802,Ethinyl estradiol / norethindrone,Birth Control,8,42593,7
15805,Ethinyl estradiol / norethindrone,Birth Control,9,42591,8
15806,Ethinyl estradiol / norethindrone,Birth Control,2,42591,4
15807,Ethinyl estradiol / norethindrone,Birth Control,10,42619,5
15809,Ethinyl estradiol / norethindrone,Birth Control,2,42619,1
15810,Ethinyl estradiol / norethindrone,Birth Control,10,42618,7
15812,Ethinyl estradiol / norethindrone,Birth Control,9,42617,9
15813,Ethinyl estradiol / norethindrone,Birth Control,9,42617,11
15814,Ethinyl estradiol / norethindrone,Birth Control,2,42617,4
15815,Ethinyl estradiol / norethindrone,Birth Control,2,42616,2
15816,Ethinyl estradiol / norethindrone,Birth Control,5,42615,8
15817,Ethinyl estradiol / norethindrone,Birth Control,10,42614,6
15819,Ethinyl estradiol / norethindrone,Birth Control,2,42613,1
15820,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,3,42613,14
15821,Ethinyl estradiol / norethindrone,Birth Control,3,42613,4
15822,Ethinyl estradiol / norethindrone,Birth Control,3,42612,1
15823,Ethinyl estradiol / norethindrone,Birth Control,1,42612,2
15824,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,42612,0
15826,Ethinyl estradiol / norethindrone,Birth Control,2,42611,1
15827,Ethinyl estradiol / norethindrone,Birth Control,9,42611,11
15829,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42610,1
15831,Ethinyl estradiol / norethindrone,Acne,1,42609,1
15832,Ethinyl estradiol / norethindrone,Birth Control,10,42609,9
15833,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42609,0
15834,Ethinyl estradiol / norethindrone,Birth Control,10,42607,4
15836,Ethinyl estradiol / norethindrone,Birth Control,10,42607,2
15838,Ethinyl estradiol / norethindrone,Endometriosis,1,42607,0
15842,Ethinyl estradiol / norethindrone,Birth Control,5,42605,0
15843,Ethinyl estradiol / norethindrone,Birth Control,10,42605,9
15844,Ethinyl estradiol / norethindrone,Birth Control,2,42604,9
15846,Ethinyl estradiol / norethindrone,Birth Control,1,42603,1
15847,Ethinyl estradiol / norethindrone,Birth Control,3,42603,2
15850,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,42602,1
15851,Ethinyl estradiol / norethindrone,Birth Control,7,42602,9
15852,Ethinyl estradiol / norethindrone,Menstrual Disorders,2,42601,3
15853,Ethinyl estradiol / norethindrone,Birth Control,1,42601,0
15854,Ethinyl estradiol / norethindrone,Birth Control,5,42601,8
15856,Ethinyl estradiol / norethindrone,Acne,1,42601,1
15857,Ethinyl estradiol / norethindrone,Birth Control,6,42626,11
15858,Ethinyl estradiol / norethindrone,Birth Control,4,42626,1
15860,Ethinyl estradiol / norethindrone,Birth Control,5,42626,1
15861,Ethinyl estradiol / norethindrone,Birth Control,2,42625,0
15863,Ethinyl estradiol / norethindrone,Menstrual Disorders,2,42625,1
15864,Ethinyl estradiol / norethindrone,Birth Control,3,42625,0
15865,Ethinyl estradiol / norethindrone,Birth Control,1,42625,3
15867,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,42624,0
15868,Ethinyl estradiol / norethindrone,Birth Control,2,42624,7
15869,Ethinyl estradiol / norethindrone,Birth Control,6,42624,1
15871,Ethinyl estradiol / norethindrone,Birth Control,10,42622,0
15872,Ethinyl estradiol / norethindrone,Birth Control,10,42622,5
15874,Ethinyl estradiol / norethindrone,Birth Control,1,42621,8
15875,Ethinyl estradiol / norethindrone,Birth Control,8,42621,2
15877,Ethinyl estradiol / norethindrone,Birth Control,9,42620,3
15878,Ethinyl estradiol / norethindrone,Birth Control,2,42620,13
15880,Ethinyl estradiol / norethindrone,Birth Control,1,42620,8
15881,Ethinyl estradiol / norethindrone,Birth Control,3,42620,5
15882,Ethinyl estradiol / norethindrone,Birth Control,3,42591,1
15883,Ethinyl estradiol / norethindrone,Birth Control,8,42591,2
15884,Ethinyl estradiol / norethindrone,Birth Control,1,42591,2
15885,Ethinyl estradiol / norethindrone,Birth Control,1,42591,0
15886,Ethinyl estradiol / norethindrone,Birth Control,1,42590,5
15887,Ethinyl estradiol / norethindrone,Birth Control,1,42590,4
15889,Ethinyl estradiol / norethindrone,Birth Control,10,42589,13
15893,Ethinyl estradiol / norethindrone,Birth Control,10,42586,15
15894,Ethinyl estradiol / norethindrone,Birth Control,1,42586,8
15896,Ethinyl estradiol / norethindrone,Birth Control,1,42585,6
15897,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42585,3
15898,Ethinyl estradiol / norethindrone,Birth Control,2,42585,1
15899,Ethinyl estradiol / norethindrone,Birth Control,5,42585,5
15900,Ethinyl estradiol / norethindrone,Birth Control,6,42584,0
15901,Ethinyl estradiol / norethindrone,Menstrual Disorders,5,42584,0
15903,Ethinyl estradiol / norethindrone,Birth Control,5,42582,4
15906,Ethinyl estradiol / norethindrone,Acne,1,42580,5
15907,Ethinyl estradiol / norethindrone,Birth Control,1,42580,2
15910,Ethinyl estradiol / norethindrone,Birth Control,10,42579,19
15911,Ethinyl estradiol / norethindrone,Birth Control,6,42579,4
15912,Ethinyl estradiol / norethindrone,Birth Control,9,42579,9
15913,Ethinyl estradiol / norethindrone,Birth Control,1,42578,3
15914,Ethinyl estradiol / norethindrone,Birth Control,3,42578,0
15915,Ethinyl estradiol / norethindrone,Birth Control,1,42578,2
15916,Ethinyl estradiol / norethindrone,Birth Control,2,42577,5
15917,Ethinyl estradiol / norethindrone,Birth Control,1,42577,0
15921,Ethinyl estradiol / norethindrone,Birth Control,9,42576,2
15922,Ethinyl estradiol / norethindrone,Birth Control,7,42576,8
15923,Ethinyl estradiol / norethindrone,Birth Control,9,42576,10
15926,Ethinyl estradiol / norethindrone,Birth Control,1,42576,4
15927,Ethinyl estradiol / norethindrone,Birth Control,1,42576,12
15928,Ethinyl estradiol / norethindrone,Acne,1,42572,1
15930,Ethinyl estradiol / norethindrone,Birth Control,8,42570,2
15931,Ethinyl estradiol / norethindrone,Birth Control,8,42570,7
15932,Ethinyl estradiol / norethindrone,Birth Control,8,42559,4
15933,Ethinyl estradiol / norethindrone,Birth Control,1,42558,16
15934,Ethinyl estradiol / norethindrone,Birth Control,9,42558,11
15935,Ethinyl estradiol / norethindrone,Birth Control,9,42558,12
15936,Ethinyl estradiol / norethindrone,Birth Control,9,42557,6
15937,Ethinyl estradiol / norethindrone,Birth Control,3,42557,1
15938,Ethinyl estradiol / norethindrone,Birth Control,10,42557,30
15939,Ethinyl estradiol / norethindrone,Birth Control,7,42556,10
15940,Ethinyl estradiol / norethindrone,Birth Control,10,42555,4
15941,Ethinyl estradiol / norethindrone,Birth Control,2,42555,10
15942,Ethinyl estradiol / norethindrone,Birth Control,5,42554,5
15943,Ethinyl estradiol / norethindrone,Acne,8,42552,7
15944,Ethinyl estradiol / norethindrone,Birth Control,3,42552,0
15945,Ethinyl estradiol / norethindrone,Birth Control,4,42552,2
15947,Ethinyl estradiol / norethindrone,Birth Control,10,42551,2
15948,Ethinyl estradiol / norethindrone,Birth Control,9,42551,5
15949,Ethinyl estradiol / norethindrone,Acne,1,42551,1
15950,Ethinyl estradiol / norethindrone,Birth Control,5,42550,7
15952,Ethinyl estradiol / norethindrone,Birth Control,10,42550,10
15953,Ethinyl estradiol / norethindrone,Birth Control,1,42549,5
15954,Ethinyl estradiol / norethindrone,Birth Control,10,42549,14
15956,Ethinyl estradiol / norethindrone,Acne,3,42548,1
15957,Ethinyl estradiol / norethindrone,Birth Control,8,42570,4
15959,Ethinyl estradiol / norethindrone,Birth Control,7,42570,4
15961,Ethinyl estradiol / norethindrone,Birth Control,9,42569,0
15962,Ethinyl estradiol / norethindrone,Birth Control,1,42568,13
15963,Ethinyl estradiol / norethindrone,Birth Control,1,42568,4
15964,Ethinyl estradiol / norethindrone,Birth Control,1,42568,1
15967,Ethinyl estradiol / norethindrone,Birth Control,1,42566,2
15968,Ethinyl estradiol / norethindrone,Birth Control,8,42566,5
15970,Ethinyl estradiol / norethindrone,Birth Control,5,42565,5
15971,Ethinyl estradiol / norethindrone,Birth Control,10,42564,5
15972,Ethinyl estradiol / norethindrone,Acne,4,42564,0
15973,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,42563,0
15974,Ethinyl estradiol / norethindrone,Birth Control,9,42563,5
15977,Ethinyl estradiol / norethindrone,Birth Control,10,42561,3
15978,Ethinyl estradiol / norethindrone,Birth Control,4,42560,8
15979,Ethinyl estradiol / norethindrone,Birth Control,10,42560,2
15981,Ethinyl estradiol / norethindrone,Birth Control,9,42559,1
15982,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,4,42548,6
15983,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,9,42548,6
15985,Ethinyl estradiol / norethindrone,Birth Control,10,42547,8
15986,Ethinyl estradiol / norethindrone,Birth Control,4,42547,2
15987,Ethinyl estradiol / norethindrone,Birth Control,6,42547,1
15988,Ethinyl estradiol / norethindrone,Birth Control,2,42546,3
15990,Ethinyl estradiol / norethindrone,Birth Control,10,42546,5
15991,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42545,6
15992,Ethinyl estradiol / norethindrone,Acne,8,42545,0
15993,Ethinyl estradiol / norethindrone,Birth Control,6,42544,3
15994,Ethinyl estradiol / norethindrone,Birth Control,10,42544,5
15995,Ethinyl estradiol / norethindrone,Birth Control,4,42543,2
15996,Ethinyl estradiol / norethindrone,Acne,1,42543,0
15997,Ethinyl estradiol / norethindrone,Birth Control,3,42543,1
15999,Ethinyl estradiol / norethindrone,Birth Control,1,42542,0
16000,Ethinyl estradiol / norethindrone,Birth Control,9,42542,7
16001,Ethinyl estradiol / norethindrone,Birth Control,9,42541,6
16002,Ethinyl estradiol / norethindrone,Birth Control,3,42541,4
16003,Ethinyl estradiol / norethindrone,Birth Control,8,42541,7
16004,Ethinyl estradiol / norethindrone,Birth Control,8,42540,12
16006,Ethinyl estradiol / norethindrone,Birth Control,2,42539,4
16007,Ethinyl estradiol / norethindrone,Birth Control,10,42538,5
16008,Ethinyl estradiol / norethindrone,Birth Control,10,42538,9
16011,Ethinyl estradiol / norethindrone,Menstrual Disorders,2,42537,7
16013,Ethinyl estradiol / norethindrone,Birth Control,1,42537,2
16014,Ethinyl estradiol / norethindrone,Birth Control,4,42536,3
16015,Ethinyl estradiol / norethindrone,Birth Control,9,42536,25
16017,Ethinyl estradiol / norethindrone,Birth Control,9,42535,6
16019,Ethinyl estradiol / norethindrone,Acne,3,42535,0
16020,Ethinyl estradiol / norethindrone,Acne,7,42535,2
16021,Ethinyl estradiol / norethindrone,Birth Control,8,42535,3
16022,Ethinyl estradiol / norethindrone,Birth Control,1,42534,1
16023,Ethinyl estradiol / norethindrone,Birth Control,2,42534,0
16024,Ethinyl estradiol / norethindrone,Birth Control,3,42534,4
16028,Ethinyl estradiol / norethindrone,Birth Control,1,42532,3
16029,Ethinyl estradiol / norethindrone,Birth Control,10,42532,3
16030,Ethinyl estradiol / norethindrone,Birth Control,2,42531,4
16031,Ethinyl estradiol / norethindrone,Acne,2,42531,0
16032,Ethinyl estradiol / norethindrone,Birth Control,1,42531,5
16033,Ethinyl estradiol / norethindrone,Birth Control,1,42530,9
16034,Ethinyl estradiol / norethindrone,Birth Control,1,42530,4
16035,Ethinyl estradiol / norethindrone,Birth Control,8,42530,7
16036,Ethinyl estradiol / norethindrone,Birth Control,5,42530,4
16037,Ethinyl estradiol / norethindrone,Birth Control,3,42530,5
16038,Ethinyl estradiol / norethindrone,Birth Control,10,42530,7
16039,Ethinyl estradiol / norethindrone,Birth Control,1,42530,7
16041,Ethinyl estradiol / norethindrone,Birth Control,1,42530,1
16044,Ethinyl estradiol / norethindrone,Birth Control,2,42529,7
16045,Ethinyl estradiol / norethindrone,Birth Control,2,42529,2
16046,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42528,0
16047,Ethinyl estradiol / norethindrone,Endometriosis,3,42528,2
16048,Ethinyl estradiol / norethindrone,Birth Control,1,42527,4
16049,Ethinyl estradiol / norethindrone,Birth Control,1,42527,8
16050,Ethinyl estradiol / norethindrone,Birth Control,8,42527,8
16053,Ethinyl estradiol / norethindrone,Menstrual Disorders,9,42527,0
16054,Ethinyl estradiol / norethindrone,Birth Control,10,42526,12
16055,Ethinyl estradiol / norethindrone,Birth Control,6,42526,4
16056,Ethinyl estradiol / norethindrone,Birth Control,5,42525,1
16057,Ethinyl estradiol / norethindrone,Birth Control,8,42525,3
16058,Ethinyl estradiol / norethindrone,Birth Control,3,42525,0
16059,Ethinyl estradiol / norethindrone,Acne,3,42525,0
16060,Ethinyl estradiol / norethindrone,Not Listed / Othe,1,42524,0
16061,Ethinyl estradiol / norethindrone,Birth Control,3,42523,4
16065,Ethinyl estradiol / norethindrone,Birth Control,8,42522,8
16066,Ethinyl estradiol / norethindrone,Birth Control,3,42521,8
16068,Ethinyl estradiol / norethindrone,Birth Control,1,42521,2
16070,Ethinyl estradiol / norethindrone,Birth Control,3,42518,3
16071,Ethinyl estradiol / norethindrone,Birth Control,1,42517,2
16074,Ethinyl estradiol / norethindrone,Acne,3,42517,4
16075,Ethinyl estradiol / norethindrone,Birth Control,3,42517,4
16077,Ethinyl estradiol / norethindrone,Birth Control,10,42516,3
16079,Ethinyl estradiol / norethindrone,Birth Control,3,42515,5
16080,Ethinyl estradiol / norethindrone,Birth Control,1,42514,4
16082,Ethinyl estradiol / norethindrone,Birth Control,7,42514,4
16084,Ethinyl estradiol / norethindrone,Birth Control,10,42513,7
16085,Ethinyl estradiol / norethindrone,Birth Control,7,42513,1
16086,Ethinyl estradiol / norethindrone,Birth Control,1,42513,2
16087,Ethinyl estradiol / norethindrone,Birth Control,1,42513,3
16088,Ethinyl estradiol / norethindrone,Birth Control,10,42512,2
16089,Ethinyl estradiol / norethindrone,Birth Control,1,42512,3
16090,Ethinyl estradiol / norethindrone,Birth Control,10,42511,3
16091,Ethinyl estradiol / norethindrone,Birth Control,9,42510,13
16092,Ethinyl estradiol / norethindrone,Birth Control,4,42510,5
16093,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,42510,1
